PERMNO,date,TICKER,vwretd
17940,2021-01-29,XLC,-0.000631
17940,2021-02-26,XLC,0.029196
17940,2021-03-31,XLC,0.030573
17940,2021-04-30,XLC,0.048190
17940,2021-05-28,XLC,0.007092
17940,2021-06-30,XLC,0.023422
17940,2021-07-30,XLC,0.011828
17940,2021-08-31,XLC,0.027146
17940,2021-09-30,XLC,-0.042243
17940,2021-10-29,XLC,0.064651
17940,2021-11-30,XLC,-0.018350
17940,2021-12-31,XLC,0.033341
17940,2022-01-31,XLC,-0.059822
17940,2022-02-28,XLC,-0.021838
17940,2022-03-31,XLC,0.030506
17940,2022-04-29,XLC,-0.089387
17940,2022-05-31,XLC,-0.002113
17940,2022-06-30,XLC,-0.083998
17940,2022-07-29,XLC,0.090351
17940,2022-08-31,XLC,-0.036233
17940,2022-09-30,XLC,-0.091323
17940,2022-10-31,XLC,0.077394
17940,2022-11-30,XLC,0.052354
17940,2022-12-30,XLC,-0.057119
17940,2023-01-31,XLC,0.071823
17940,2023-02-28,XLC,-0.024666
17940,2023-03-31,XLC,0.023950
17940,2023-04-28,XLC,0.008976
17940,2023-05-31,XLC,0.000708
17940,2023-06-30,XLC,0.066183
17940,2023-07-31,XLC,0.035618
17940,2023-08-31,XLC,-0.020608
17940,2023-09-29,XLC,-0.047390
17940,2023-10-31,XLC,-0.028865
17940,2023-11-30,XLC,0.092053
17940,2023-12-29,XLC,0.053604
17940,2024-01-31,XLC,0.007561
17940,2024-02-29,XLC,0.050583
17940,2024-03-28,XLC,0.032450
17940,2024-04-30,XLC,-0.042724
17940,2024-05-31,XLC,0.046553
17940,2024-06-28,XLC,0.026073
17940,2024-07-31,XLC,0.019878
17940,2024-08-30,XLC,0.021572
17940,2024-09-30,XLC,0.020969
17940,2024-10-31,XLC,-0.008298
17940,2024-11-29,XLC,0.064855
17940,2024-12-31,XLC,-0.031582
84398,2014-01-31,SPY,-0.030020
84398,2014-02-28,SPY,0.046198
84398,2014-03-31,SPY,0.004540
84398,2014-04-30,SPY,0.001573
84398,2014-05-30,SPY,0.020254
84398,2014-06-30,SPY,0.027973
84398,2014-07-31,SPY,-0.020555
84398,2014-08-29,SPY,0.040205
84398,2014-09-30,SPY,-0.025196
84398,2014-10-31,SPY,0.021164
84398,2014-11-28,SPY,0.021104
84398,2014-12-31,SPY,-0.003659
84398,2015-01-30,SPY,-0.027163
84398,2015-02-27,SPY,0.055915
84398,2015-03-31,SPY,-0.010397
84398,2015-04-30,SPY,0.008766
84398,2015-05-29,SPY,0.010277
84398,2015-06-30,SPY,-0.019231
84398,2015-07-31,SPY,0.012108
84398,2015-08-31,SPY,-0.059926
84398,2015-09-30,SPY,-0.033756
84398,2015-10-30,SPY,0.073937
84398,2015-11-30,SPY,0.002404
84398,2015-12-31,SPY,-0.022209
84398,2016-01-29,SPY,-0.057085
84398,2016-02-29,SPY,0.000620
84398,2016-03-31,SPY,0.070491
84398,2016-04-29,SPY,0.011718
84398,2016-05-31,SPY,0.014340
84398,2016-06-30,SPY,0.002947
84398,2016-07-29,SPY,0.038815
84398,2016-08-31,SPY,0.002800
84398,2016-09-30,SPY,0.003013
84398,2016-10-31,SPY,-0.021544
84398,2016-11-30,SPY,0.040488
84398,2016-12-30,SPY,0.018763
84398,2017-01-31,SPY,0.022153
84398,2017-02-28,SPY,0.032598
84398,2017-03-31,SPY,0.002062
84398,2017-04-28,SPY,0.009655
84398,2017-05-31,SPY,0.009335
84398,2017-06-30,SPY,0.009571
84398,2017-07-31,SPY,0.020277
84398,2017-08-31,SPY,0.001600
84398,2017-09-29,SPY,0.023729
84398,2017-10-31,SPY,0.019275
84398,2017-11-30,SPY,0.027231
84398,2017-12-29,SPY,0.012122
84398,2018-01-31,SPY,0.050577
84398,2018-02-28,SPY,-0.039455
84398,2018-03-29,SPY,-0.018421
84398,2018-04-30,SPY,0.004679
84398,2018-05-31,SPY,0.026146
84398,2018-06-29,SPY,0.005359
84398,2018-07-31,SPY,0.031573
84398,2018-08-31,SPY,0.030233
84398,2018-09-28,SPY,0.000425
84398,2018-10-31,SPY,-0.074045
84398,2018-11-30,SPY,0.018512
84398,2018-12-31,SPY,-0.089890
84398,2019-01-31,SPY,0.088294
84398,2019-02-28,SPY,0.032724
84398,2019-03-29,SPY,0.012962
84398,2019-04-30,SPY,0.037893
84398,2019-05-31,SPY,-0.061679
84398,2019-06-28,SPY,0.067279
84398,2019-07-31,SPY,0.011854
84398,2019-08-30,SPY,-0.020339
84398,2019-09-30,SPY,0.016033
84398,2019-10-31,SPY,0.019257
84398,2019-11-29,SPY,0.034999
84398,2019-12-31,SPY,0.028489
84398,2020-01-31,SPY,-0.001728
84398,2020-02-28,SPY,-0.077918
84398,2020-03-31,SPY,-0.141733
84398,2020-04-30,SPY,0.129674
84398,2020-05-29,SPY,0.053739
84398,2020-06-30,SPY,0.025299
84398,2020-07-31,SPY,0.055531
84398,2020-08-31,SPY,0.068442
84398,2020-09-30,SPY,-0.035056
84398,2020-10-30,SPY,-0.020178
84398,2020-11-30,SPY,0.123707
84398,2020-12-31,SPY,0.045048
84398,2021-01-29,SPY,-0.000631
84398,2021-02-26,SPY,0.029196
84398,2021-03-31,SPY,0.030573
84398,2021-04-30,SPY,0.048190
84398,2021-05-28,SPY,0.007092
84398,2021-06-30,SPY,0.023422
84398,2021-07-30,SPY,0.011828
84398,2021-08-31,SPY,0.027146
84398,2021-09-30,SPY,-0.042243
84398,2021-10-29,SPY,0.064651
84398,2021-11-30,SPY,-0.018350
84398,2021-12-31,SPY,0.033341
84398,2022-01-31,SPY,-0.059822
84398,2022-02-28,SPY,-0.021838
84398,2022-03-31,SPY,0.030506
84398,2022-04-29,SPY,-0.089387
84398,2022-05-31,SPY,-0.002113
84398,2022-06-30,SPY,-0.083998
84398,2022-07-29,SPY,0.090351
84398,2022-08-31,SPY,-0.036233
84398,2022-09-30,SPY,-0.091323
84398,2022-10-31,SPY,0.077394
84398,2022-11-30,SPY,0.052354
84398,2022-12-30,SPY,-0.057119
84398,2023-01-31,SPY,0.071823
84398,2023-02-28,SPY,-0.024666
84398,2023-03-31,SPY,0.023950
84398,2023-04-28,SPY,0.008976
84398,2023-05-31,SPY,0.000708
84398,2023-06-30,SPY,0.066183
84398,2023-07-31,SPY,0.035618
84398,2023-08-31,SPY,-0.020608
84398,2023-09-29,SPY,-0.047390
84398,2023-10-31,SPY,-0.028865
84398,2023-11-30,SPY,0.092053
84398,2023-12-29,SPY,0.053604
84398,2024-01-31,SPY,0.007561
84398,2024-02-29,SPY,0.050583
84398,2024-03-28,SPY,0.032450
84398,2024-04-30,SPY,-0.042724
84398,2024-05-31,SPY,0.046553
84398,2024-06-28,SPY,0.026073
84398,2024-07-31,SPY,0.019878
84398,2024-08-30,SPY,0.021572
84398,2024-09-30,SPY,0.020969
84398,2024-10-31,SPY,-0.008298
84398,2024-11-29,SPY,0.064855
84398,2024-12-31,SPY,-0.031582
86451,2014-01-31,XLV,-0.030020
86451,2014-02-28,XLV,0.046198
86451,2014-03-31,XLV,0.004540
86451,2014-04-30,XLV,0.001573
86451,2014-05-30,XLV,0.020254
86451,2014-06-30,XLV,0.027973
86451,2014-07-31,XLV,-0.020555
86451,2014-08-29,XLV,0.040205
86451,2014-09-30,XLV,-0.025196
86451,2014-10-31,XLV,0.021164
86451,2014-11-28,XLV,0.021104
86451,2014-12-31,XLV,-0.003659
86451,2015-01-30,XLV,-0.027163
86451,2015-02-27,XLV,0.055915
86451,2015-03-31,XLV,-0.010397
86451,2015-04-30,XLV,0.008766
86451,2015-05-29,XLV,0.010277
86451,2015-06-30,XLV,-0.019231
86451,2015-07-31,XLV,0.012108
86451,2015-08-31,XLV,-0.059926
86451,2015-09-30,XLV,-0.033756
86451,2015-10-30,XLV,0.073937
86451,2015-11-30,XLV,0.002404
86451,2015-12-31,XLV,-0.022209
86451,2016-01-29,XLV,-0.057085
86451,2016-02-29,XLV,0.000620
86451,2016-03-31,XLV,0.070491
86451,2016-04-29,XLV,0.011718
86451,2016-05-31,XLV,0.014340
86451,2016-06-30,XLV,0.002947
86451,2016-07-29,XLV,0.038815
86451,2016-08-31,XLV,0.002800
86451,2016-09-30,XLV,0.003013
86451,2016-10-31,XLV,-0.021544
86451,2016-11-30,XLV,0.040488
86451,2016-12-30,XLV,0.018763
86451,2017-01-31,XLV,0.022153
86451,2017-02-28,XLV,0.032598
86451,2017-03-31,XLV,0.002062
86451,2017-04-28,XLV,0.009655
86451,2017-05-31,XLV,0.009335
86451,2017-06-30,XLV,0.009571
86451,2017-07-31,XLV,0.020277
86451,2017-08-31,XLV,0.001600
86451,2017-09-29,XLV,0.023729
86451,2017-10-31,XLV,0.019275
86451,2017-11-30,XLV,0.027231
86451,2017-12-29,XLV,0.012122
86451,2018-01-31,XLV,0.050577
86451,2018-02-28,XLV,-0.039455
86451,2018-03-29,XLV,-0.018421
86451,2018-04-30,XLV,0.004679
86451,2018-05-31,XLV,0.026146
86451,2018-06-29,XLV,0.005359
86451,2018-07-31,XLV,0.031573
86451,2018-08-31,XLV,0.030233
86451,2018-09-28,XLV,0.000425
86451,2018-10-31,XLV,-0.074045
86451,2018-11-30,XLV,0.018512
86451,2018-12-31,XLV,-0.089890
86451,2019-01-31,XLV,0.088294
86451,2019-02-28,XLV,0.032724
86451,2019-03-29,XLV,0.012962
86451,2019-04-30,XLV,0.037893
86451,2019-05-31,XLV,-0.061679
86451,2019-06-28,XLV,0.067279
86451,2019-07-31,XLV,0.011854
86451,2019-08-30,XLV,-0.020339
86451,2019-09-30,XLV,0.016033
86451,2019-10-31,XLV,0.019257
86451,2019-11-29,XLV,0.034999
86451,2019-12-31,XLV,0.028489
86451,2020-01-31,XLV,-0.001728
86451,2020-02-28,XLV,-0.077918
86451,2020-03-31,XLV,-0.141733
86451,2020-04-30,XLV,0.129674
86451,2020-05-29,XLV,0.053739
86451,2020-06-30,XLV,0.025299
86451,2020-07-31,XLV,0.055531
86451,2020-08-31,XLV,0.068442
86451,2020-09-30,XLV,-0.035056
86451,2020-10-30,XLV,-0.020178
86451,2020-11-30,XLV,0.123707
86451,2020-12-31,XLV,0.045048
86451,2021-01-29,XLV,-0.000631
86451,2021-02-26,XLV,0.029196
86451,2021-03-31,XLV,0.030573
86451,2021-04-30,XLV,0.048190
86451,2021-05-28,XLV,0.007092
86451,2021-06-30,XLV,0.023422
86451,2021-07-30,XLV,0.011828
86451,2021-08-31,XLV,0.027146
86451,2021-09-30,XLV,-0.042243
86451,2021-10-29,XLV,0.064651
86451,2021-11-30,XLV,-0.018350
86451,2021-12-31,XLV,0.033341
86451,2022-01-31,XLV,-0.059822
86451,2022-02-28,XLV,-0.021838
86451,2022-03-31,XLV,0.030506
86451,2022-04-29,XLV,-0.089387
86451,2022-05-31,XLV,-0.002113
86451,2022-06-30,XLV,-0.083998
86451,2022-07-29,XLV,0.090351
86451,2022-08-31,XLV,-0.036233
86451,2022-09-30,XLV,-0.091323
86451,2022-10-31,XLV,0.077394
86451,2022-11-30,XLV,0.052354
86451,2022-12-30,XLV,-0.057119
86451,2023-01-31,XLV,0.071823
86451,2023-02-28,XLV,-0.024666
86451,2023-03-31,XLV,0.023950
86451,2023-04-28,XLV,0.008976
86451,2023-05-31,XLV,0.000708
86451,2023-06-30,XLV,0.066183
86451,2023-07-31,XLV,0.035618
86451,2023-08-31,XLV,-0.020608
86451,2023-09-29,XLV,-0.047390
86451,2023-10-31,XLV,-0.028865
86451,2023-11-30,XLV,0.092053
86451,2023-12-29,XLV,0.053604
86451,2024-01-31,XLV,0.007561
86451,2024-02-29,XLV,0.050583
86451,2024-03-28,XLV,0.032450
86451,2024-04-30,XLV,-0.042724
86451,2024-05-31,XLV,0.046553
86451,2024-06-28,XLV,0.026073
86451,2024-07-31,XLV,0.019878
86451,2024-08-30,XLV,0.021572
86451,2024-09-30,XLV,0.020969
86451,2024-10-31,XLV,-0.008298
86451,2024-11-29,XLV,0.064855
86451,2024-12-31,XLV,-0.031582
86452,2014-01-31,XLP,-0.030020
86452,2014-02-28,XLP,0.046198
86452,2014-03-31,XLP,0.004540
86452,2014-04-30,XLP,0.001573
86452,2014-05-30,XLP,0.020254
86452,2014-06-30,XLP,0.027973
86452,2014-07-31,XLP,-0.020555
86452,2014-08-29,XLP,0.040205
86452,2014-09-30,XLP,-0.025196
86452,2014-10-31,XLP,0.021164
86452,2014-11-28,XLP,0.021104
86452,2014-12-31,XLP,-0.003659
86452,2015-01-30,XLP,-0.027163
86452,2015-02-27,XLP,0.055915
86452,2015-03-31,XLP,-0.010397
86452,2015-04-30,XLP,0.008766
86452,2015-05-29,XLP,0.010277
86452,2015-06-30,XLP,-0.019231
86452,2015-07-31,XLP,0.012108
86452,2015-08-31,XLP,-0.059926
86452,2015-09-30,XLP,-0.033756
86452,2015-10-30,XLP,0.073937
86452,2015-11-30,XLP,0.002404
86452,2015-12-31,XLP,-0.022209
86452,2016-01-29,XLP,-0.057085
86452,2016-02-29,XLP,0.000620
86452,2016-03-31,XLP,0.070491
86452,2016-04-29,XLP,0.011718
86452,2016-05-31,XLP,0.014340
86452,2016-06-30,XLP,0.002947
86452,2016-07-29,XLP,0.038815
86452,2016-08-31,XLP,0.002800
86452,2016-09-30,XLP,0.003013
86452,2016-10-31,XLP,-0.021544
86452,2016-11-30,XLP,0.040488
86452,2016-12-30,XLP,0.018763
86452,2017-01-31,XLP,0.022153
86452,2017-02-28,XLP,0.032598
86452,2017-03-31,XLP,0.002062
86452,2017-04-28,XLP,0.009655
86452,2017-05-31,XLP,0.009335
86452,2017-06-30,XLP,0.009571
86452,2017-07-31,XLP,0.020277
86452,2017-08-31,XLP,0.001600
86452,2017-09-29,XLP,0.023729
86452,2017-10-31,XLP,0.019275
86452,2017-11-30,XLP,0.027231
86452,2017-12-29,XLP,0.012122
86452,2018-01-31,XLP,0.050577
86452,2018-02-28,XLP,-0.039455
86452,2018-03-29,XLP,-0.018421
86452,2018-04-30,XLP,0.004679
86452,2018-05-31,XLP,0.026146
86452,2018-06-29,XLP,0.005359
86452,2018-07-31,XLP,0.031573
86452,2018-08-31,XLP,0.030233
86452,2018-09-28,XLP,0.000425
86452,2018-10-31,XLP,-0.074045
86452,2018-11-30,XLP,0.018512
86452,2018-12-31,XLP,-0.089890
86452,2019-01-31,XLP,0.088294
86452,2019-02-28,XLP,0.032724
86452,2019-03-29,XLP,0.012962
86452,2019-04-30,XLP,0.037893
86452,2019-05-31,XLP,-0.061679
86452,2019-06-28,XLP,0.067279
86452,2019-07-31,XLP,0.011854
86452,2019-08-30,XLP,-0.020339
86452,2019-09-30,XLP,0.016033
86452,2019-10-31,XLP,0.019257
86452,2019-11-29,XLP,0.034999
86452,2019-12-31,XLP,0.028489
86452,2020-01-31,XLP,-0.001728
86452,2020-02-28,XLP,-0.077918
86452,2020-03-31,XLP,-0.141733
86452,2020-04-30,XLP,0.129674
86452,2020-05-29,XLP,0.053739
86452,2020-06-30,XLP,0.025299
86452,2020-07-31,XLP,0.055531
86452,2020-08-31,XLP,0.068442
86452,2020-09-30,XLP,-0.035056
86452,2020-10-30,XLP,-0.020178
86452,2020-11-30,XLP,0.123707
86452,2020-12-31,XLP,0.045048
86452,2021-01-29,XLP,-0.000631
86452,2021-02-26,XLP,0.029196
86452,2021-03-31,XLP,0.030573
86452,2021-04-30,XLP,0.048190
86452,2021-05-28,XLP,0.007092
86452,2021-06-30,XLP,0.023422
86452,2021-07-30,XLP,0.011828
86452,2021-08-31,XLP,0.027146
86452,2021-09-30,XLP,-0.042243
86452,2021-10-29,XLP,0.064651
86452,2021-11-30,XLP,-0.018350
86452,2021-12-31,XLP,0.033341
86452,2022-01-31,XLP,-0.059822
86452,2022-02-28,XLP,-0.021838
86452,2022-03-31,XLP,0.030506
86452,2022-04-29,XLP,-0.089387
86452,2022-05-31,XLP,-0.002113
86452,2022-06-30,XLP,-0.083998
86452,2022-07-29,XLP,0.090351
86452,2022-08-31,XLP,-0.036233
86452,2022-09-30,XLP,-0.091323
86452,2022-10-31,XLP,0.077394
86452,2022-11-30,XLP,0.052354
86452,2022-12-30,XLP,-0.057119
86452,2023-01-31,XLP,0.071823
86452,2023-02-28,XLP,-0.024666
86452,2023-03-31,XLP,0.023950
86452,2023-04-28,XLP,0.008976
86452,2023-05-31,XLP,0.000708
86452,2023-06-30,XLP,0.066183
86452,2023-07-31,XLP,0.035618
86452,2023-08-31,XLP,-0.020608
86452,2023-09-29,XLP,-0.047390
86452,2023-10-31,XLP,-0.028865
86452,2023-11-30,XLP,0.092053
86452,2023-12-29,XLP,0.053604
86452,2024-01-31,XLP,0.007561
86452,2024-02-29,XLP,0.050583
86452,2024-03-28,XLP,0.032450
86452,2024-04-30,XLP,-0.042724
86452,2024-05-31,XLP,0.046553
86452,2024-06-28,XLP,0.026073
86452,2024-07-31,XLP,0.019878
86452,2024-08-30,XLP,0.021572
86452,2024-09-30,XLP,0.020969
86452,2024-10-31,XLP,-0.008298
86452,2024-11-29,XLP,0.064855
86452,2024-12-31,XLP,-0.031582
86453,2014-01-31,XLY,-0.030020
86453,2014-02-28,XLY,0.046198
86453,2014-03-31,XLY,0.004540
86453,2014-04-30,XLY,0.001573
86453,2014-05-30,XLY,0.020254
86453,2014-06-30,XLY,0.027973
86453,2014-07-31,XLY,-0.020555
86453,2014-08-29,XLY,0.040205
86453,2014-09-30,XLY,-0.025196
86453,2014-10-31,XLY,0.021164
86453,2014-11-28,XLY,0.021104
86453,2014-12-31,XLY,-0.003659
86453,2015-01-30,XLY,-0.027163
86453,2015-02-27,XLY,0.055915
86453,2015-03-31,XLY,-0.010397
86453,2015-04-30,XLY,0.008766
86453,2015-05-29,XLY,0.010277
86453,2015-06-30,XLY,-0.019231
86453,2015-07-31,XLY,0.012108
86453,2015-08-31,XLY,-0.059926
86453,2015-09-30,XLY,-0.033756
86453,2015-10-30,XLY,0.073937
86453,2015-11-30,XLY,0.002404
86453,2015-12-31,XLY,-0.022209
86453,2016-01-29,XLY,-0.057085
86453,2016-02-29,XLY,0.000620
86453,2016-03-31,XLY,0.070491
86453,2016-04-29,XLY,0.011718
86453,2016-05-31,XLY,0.014340
86453,2016-06-30,XLY,0.002947
86453,2016-07-29,XLY,0.038815
86453,2016-08-31,XLY,0.002800
86453,2016-09-30,XLY,0.003013
86453,2016-10-31,XLY,-0.021544
86453,2016-11-30,XLY,0.040488
86453,2016-12-30,XLY,0.018763
86453,2017-01-31,XLY,0.022153
86453,2017-02-28,XLY,0.032598
86453,2017-03-31,XLY,0.002062
86453,2017-04-28,XLY,0.009655
86453,2017-05-31,XLY,0.009335
86453,2017-06-30,XLY,0.009571
86453,2017-07-31,XLY,0.020277
86453,2017-08-31,XLY,0.001600
86453,2017-09-29,XLY,0.023729
86453,2017-10-31,XLY,0.019275
86453,2017-11-30,XLY,0.027231
86453,2017-12-29,XLY,0.012122
86453,2018-01-31,XLY,0.050577
86453,2018-02-28,XLY,-0.039455
86453,2018-03-29,XLY,-0.018421
86453,2018-04-30,XLY,0.004679
86453,2018-05-31,XLY,0.026146
86453,2018-06-29,XLY,0.005359
86453,2018-07-31,XLY,0.031573
86453,2018-08-31,XLY,0.030233
86453,2018-09-28,XLY,0.000425
86453,2018-10-31,XLY,-0.074045
86453,2018-11-30,XLY,0.018512
86453,2018-12-31,XLY,-0.089890
86453,2019-01-31,XLY,0.088294
86453,2019-02-28,XLY,0.032724
86453,2019-03-29,XLY,0.012962
86453,2019-04-30,XLY,0.037893
86453,2019-05-31,XLY,-0.061679
86453,2019-06-28,XLY,0.067279
86453,2019-07-31,XLY,0.011854
86453,2019-08-30,XLY,-0.020339
86453,2019-09-30,XLY,0.016033
86453,2019-10-31,XLY,0.019257
86453,2019-11-29,XLY,0.034999
86453,2019-12-31,XLY,0.028489
86453,2020-01-31,XLY,-0.001728
86453,2020-02-28,XLY,-0.077918
86453,2020-03-31,XLY,-0.141733
86453,2020-04-30,XLY,0.129674
86453,2020-05-29,XLY,0.053739
86453,2020-06-30,XLY,0.025299
86453,2020-07-31,XLY,0.055531
86453,2020-08-31,XLY,0.068442
86453,2020-09-30,XLY,-0.035056
86453,2020-10-30,XLY,-0.020178
86453,2020-11-30,XLY,0.123707
86453,2020-12-31,XLY,0.045048
86453,2021-01-29,XLY,-0.000631
86453,2021-02-26,XLY,0.029196
86453,2021-03-31,XLY,0.030573
86453,2021-04-30,XLY,0.048190
86453,2021-05-28,XLY,0.007092
86453,2021-06-30,XLY,0.023422
86453,2021-07-30,XLY,0.011828
86453,2021-08-31,XLY,0.027146
86453,2021-09-30,XLY,-0.042243
86453,2021-10-29,XLY,0.064651
86453,2021-11-30,XLY,-0.018350
86453,2021-12-31,XLY,0.033341
86453,2022-01-31,XLY,-0.059822
86453,2022-02-28,XLY,-0.021838
86453,2022-03-31,XLY,0.030506
86453,2022-04-29,XLY,-0.089387
86453,2022-05-31,XLY,-0.002113
86453,2022-06-30,XLY,-0.083998
86453,2022-07-29,XLY,0.090351
86453,2022-08-31,XLY,-0.036233
86453,2022-09-30,XLY,-0.091323
86453,2022-10-31,XLY,0.077394
86453,2022-11-30,XLY,0.052354
86453,2022-12-30,XLY,-0.057119
86453,2023-01-31,XLY,0.071823
86453,2023-02-28,XLY,-0.024666
86453,2023-03-31,XLY,0.023950
86453,2023-04-28,XLY,0.008976
86453,2023-05-31,XLY,0.000708
86453,2023-06-30,XLY,0.066183
86453,2023-07-31,XLY,0.035618
86453,2023-08-31,XLY,-0.020608
86453,2023-09-29,XLY,-0.047390
86453,2023-10-31,XLY,-0.028865
86453,2023-11-30,XLY,0.092053
86453,2023-12-29,XLY,0.053604
86453,2024-01-31,XLY,0.007561
86453,2024-02-29,XLY,0.050583
86453,2024-03-28,XLY,0.032450
86453,2024-04-30,XLY,-0.042724
86453,2024-05-31,XLY,0.046553
86453,2024-06-28,XLY,0.026073
86453,2024-07-31,XLY,0.019878
86453,2024-08-30,XLY,0.021572
86453,2024-09-30,XLY,0.020969
